カード名,商品コード,レアリティ,還元pt,カード画像URL,ローカル画像パス
ブリムオン,PK-2863,S,520.0,https://drive.google.com/file/d/1Sb0ampcBDDWUVOMp8-SW6_LZ-LD3Dptf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02863.webp
マホイップ,PK-2864,S,520.0,https://drive.google.com/file/d/13dtCjSbMYEEjfpaW13uhQBv1z293EVRk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マホイップ.jpg
ドロンチ,PK-2865,S,520.0,https://drive.google.com/file/d/1zV5YARhPc6lyU6GeICAULnpBSkXbcCBJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドロンチ.webp
ヒスイウインディ,PK-2866,CHR,510.0,https://drive.google.com/file/d/1KoYDg59iHmff2QBuQRuKmMPbTJq6JY8k/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイウインディ.jpg
クラベル,PK-2867,SR,510.0,https://drive.google.com/file/d/1rIjm0K_fijJXF_oZOOM4qEkqQct2xR0N/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02867.webp
オトシドリex,PK-2868,SR,510.0,https://drive.google.com/file/d/1aQg3uLa6nnrQH6jyZEJiWfrniIfBOhvS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オトシドリ.jpg
コイル【CHR】,PK-2869,CHR,501.0,https://drive.google.com/file/d/1K1jXCG6u1HYCvvMelK14jeNTxfdG5pE1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コイル.jpg
ヒスイウインディV,PK-2870,SR,500.0,https://drive.google.com/file/d/1IaGKC8uKGGrV9U8ov_TX4gcOM3JIhYcn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイウインディ.jpg
博士の研究,PK-2871,SR,500.0,https://drive.google.com/file/d/1hLaNs6f3swhDER3c9zImGNcwJOBK-MRF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02871.webp
ニンフィアVMAX,PK-2872,RRR,500.0,https://drive.google.com/file/d/1vw2mTOQoZQwD0_RtEReLhHZGalDiq0sW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ニンフィア.jpg
レジドラゴVSTAR,PK-2873,RRR,500.0,https://drive.google.com/file/d/1WQikZowIBuP7aEJTlg2rllq3JzfSfVBa/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/レジドラゴ.jpg
ジバコイルex,PK-2874,SR,500.0,https://drive.google.com/file/d/1_Mes2KNnLUwMrTHyK4wCjAckHb7utB2O/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジバコイル.jpg
ジュペッタex,PK-2875,SR,500.0,https://drive.google.com/file/d/1ZKnU_x4De4cnSZ-cx8t2xjukNDTTN8o1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジュペッタ.jpg
ミロカロス,PK-2876,CHR,500.0,https://drive.google.com/file/d/1b-Rscs4rJPwBDIDj5-u9VmOHHJdGhtTH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミロカロス.webp
ドーブル,PK-2877,CHR,500.0,https://drive.google.com/file/d/1JyGiSP5_vvAtUqhsBPVhX_LejdrXbNvL/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドーブル.jpg
ローブシンV(SA),PK-2878,SR,500.0,https://drive.google.com/file/d/14yaJHW4TnelMmB3gJa5VgyCJlZbl23wX/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ローブシン.webp
バサギリ,PK-2879,CHR,500.0,https://drive.google.com/file/d/11v5CJ93Xmsi6TFWcm8LMRbXWd6r4K9X9/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バサギリ町.jpg
グラエナ,PK-2880,CHR,500.0,https://drive.google.com/file/d/1aAXRA-JQQ6xfkFt7u18g4WpG-CYC_rP2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グラエナ.jpg
イワンコ,PK-2881,CHR,500.0,https://drive.google.com/file/d/1apsghTD1Q1GLYNgtm_gnP1LWbHAx0Icl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イワンコ.webp
タイレーツ,PK-2882,CHR,500.0,https://drive.google.com/file/d/130njgwkPT5soVF_dX8quauvsthORFKsS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/タイレーツ.jpg
アリアドス,PK-2883,CHR,500.0,https://drive.google.com/file/d/1OoiTedMbYK6XHSCuJdnUGb1l8yCVZOlB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アリアドス.jpg
ガラルタチフサグマ,PK-2884,CHR,500.0,https://drive.google.com/file/d/1W8drx7hbbzaxGuolK-MfYhImYFJ0r0vq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_04291.webp
ボルケニオンV,PK-2885,SR,500.0,https://drive.google.com/file/d/1DNX5gRLzb_-QhDciTg21YipQDcVi2Bbz/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ボルケニオン.jpg
オリーニョ,PK-2886,AR,500.0,https://drive.google.com/file/d/12SxFU1Isx2zkytHXRT_bjWi1hyAPfttN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01093.webp
ウミディグダ,PK-2887,AR,500.0,https://drive.google.com/file/d/1ohIKRpJdFXlTMRnCtV5XrdG2t6pQ_cjq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウミディグダ.webp
ヘイラッシャ,PK-2888,AR,500.0,https://drive.google.com/file/d/1jNe2UTz5tMjILKnBPMDNa_KHI5Qiicxs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヘイラッシャ.jpg
パピモッチ,PK-2889,AR,500.0,https://drive.google.com/file/d/1nfF67yWu2tngMxreoiNxzh_j3PNaR4qj/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/パピモッチ.webp
パルデアケンタロス,PK-2890,AR,500.0,https://drive.google.com/file/d/1gAQpf6koN95i85IAiCApCQIsCt7VlSFr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_10378.webp
パチリス,PK-2891,AR,500.0,https://drive.google.com/file/d/1V_efYNB_XvfMwVM1pto9YjNx3YmRsEeH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/パチリス.jpg
ボチ,PK-2892,AR,500.0,https://drive.google.com/file/d/1gz-LepR35cBKatrmzIKWBn5j1EVNFsYw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ボチ.webp
かがやくリザードン,PK-2893,K,500.0,https://drive.google.com/file/d/14chxMRUt_inS0S-GwOa5dlZl47AxgvHW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かがやくリザードン.jpg
ルガルガンex,PK-2894,SR,500.0,https://drive.google.com/file/d/1Bwcv0ILr81SmYtSoP88tAZ08hRnCbSIT/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ルガルガン.webp
ブーバーン,PK-2895,AR,500.0,https://drive.google.com/file/d/1G8dQK48Y4jmhR0jVccHYzULp6FWbHE2O/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブーバーン.webp
ケルディオ,PK-2896,AR,500.0,https://drive.google.com/file/d/1at6_djOuh55FjKvN4AY3gtV5QhMDvQjb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ケルディオ.jpg
ジバコイル,PK-2897,AR,500.0,https://drive.google.com/file/d/11z7lV9Th7R8R5RzlFAc_kB6IE7qp9H6s/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジバコイル.jpg
かがやくジラーチ,PK-2898,K,500.0,https://drive.google.com/file/d/1aRBIcjrBUogOrZ09OFa0yrqMcT3nDe-q/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かがやくジラーチ.jpg
ディンルーex,PK-2899,SR,500.0,https://drive.google.com/file/d/1QFsAybTkEDGkRf5AJazfS8QcVI772X6B/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ディンルー.jpg
ゴチミル,PK-2900,AR,500.0,https://drive.google.com/file/d/1fsBCgkzduakRUV0q_-9KqVmXdG73U5x6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゴチミル.jpg
ミミズズ,PK-2901,AR,500.0,https://drive.google.com/file/d/1Qs2EoiCBcHm9AYLdb7riKh-lW6qDaQM1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミミズズ.webp
アーボックex,PK-2902,SR,500.0,https://drive.google.com/file/d/1eP-hoy83f7EZ3p5vgJOeCJq2Z-LkfFCj/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アーボック.jpg
「黒炎の支配者」1パック,PK-2903,その他,500.0,https://drive.google.com/file/d/1vOiO_caktPWzMsS2tyxH_k721NwWqkYC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02903.webp
キラフロルex,PK-2904,SR,500.0,https://drive.google.com/file/d/1hs_fSXfTWzuWhy-nqb4rO0w1Pm3KDp8i/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キラフロル.jpg
ハッサム,PK-2905,AR,500.0,https://drive.google.com/file/d/1w-BuDVOotd_XSqEnaKXhrde3SPj4anp0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハッサム.jpg
コオリッポex,PK-2906,SR,500.0,https://drive.google.com/file/d/1A7O21gteAStPQUDwdF_vS5MTg1Ugd8wQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コオリッポ.jpg
モンジャラ,PK-2907,AR,500.0,https://drive.google.com/file/d/1u0Fe0BTB3BwvWfgf8nkRKOvzauIuy8sn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/モンジャラ.jpg
ブロロン,PK-2908,AR,500.0,https://drive.google.com/file/d/1hGzBpgZ_WHpvF19za9BXLiUJrsUXtC7J/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブロロン.webp
ハラバリー,PK-2909,AR,500.0,https://drive.google.com/file/d/1ayvfYn7TMsG_pRYVZJZdz0E1AC_MiAFW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハラバリー.jpg
グルトン,PK-2910,AR,500.0,https://drive.google.com/file/d/1yGtn6hX636aY2zKCF9FgAM3T89_ts4Iq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グルトン.jpg
ヨーギラス,PK-2911,AR,500.0,https://drive.google.com/file/d/1Gia9hCE16W6ZML88e98M9YYFBFJRLxPq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヨーギラス.webp
トリプレットビート 1パック,PK-2912,その他,500.0,https://drive.google.com/file/d/1NViiDLnVPn41ftTAl03EExJEV3gfwtt2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03807.webp
ユキメノコex,PK-2913,SR,500.0,https://drive.google.com/file/d/1_6ukChqxo0BMlDngGTH9UtD7AMipDoLG/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ユキメノコ.webp
モトトカゲ,PK-2914,AR,500.0,https://drive.google.com/file/d/1VGUPnqHqdxP6noH5eYrzpOCdexxFRKmQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/モトトカゲ.webp
メテノ,PK-2915,AR,500.0,https://drive.google.com/file/d/13liIgyxMD8WMVhtxFetkC9h_ebOx4Tck/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/メテノ.jpg
ミガルーサ,PK-2916,AR,500.0,https://drive.google.com/file/d/1fm_ClSAZwJXMIqvvBIvaG9NN2JiOp5Hf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミガルーサ.webp
コジョンド,PK-2917,AR,500.0,https://drive.google.com/file/d/1WIvaP7qgiy3aFbYm6JRdAMUMzj26aMGW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コジョンド.jpg
キョジオーン,PK-2918,AR,500.0,https://drive.google.com/file/d/1GAMmSM1pqlZJjx8o3Cy-KGBP_0Y-B7vn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00728.webp
チヲハウハネ,PK-2919,AR,500.0,https://drive.google.com/file/d/187MoRT-lz-4pF6wmFT_mPl7SJiNEnu6G/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/チヲハウハネ.jpg
グソクムシャex,PK-2920,SR,500.0,https://drive.google.com/file/d/1FIiZAqZFJOfHYIE-Nqfa9qm2dlmRym9F/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グソクムシャ.jpg
センリ,PK-2921,SR,500.0,https://drive.google.com/file/d/1bZQBn3AlKm6xOk_y_vzuiOkuIKGtDgp2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02921.webp
クエスパトラ,PK-2922,AR,500.0,https://drive.google.com/file/d/11ERwfnPHEUh9gdvqBSd8LV0W_QCG_A33/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/クエスパトラ.jpg
テツノブジンex,PK-2923,SR,500.0,https://drive.google.com/file/d/1aEeErNcsVvuNAqHJh0-BmrSvAHYc_zEb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/テツノブジン.jpg
デスカーンex,PK-2924,SR,500.0,https://drive.google.com/file/d/1AWXWYblap6IhhQ6FBsUpuS1He8kqFzuB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/デスカーン.webp
クレイバースト 1パック,PK-2925,その他,500.0,https://drive.google.com/file/d/18yQLDaw9p3JuqLJuz0tHxZ4KLaesySr0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02925.webp
パラダイムトリガー 1パック,PK-2926,その他,500.0,https://drive.google.com/file/d/18SB88acBrzunHqmTAY99Lkce4jReUo4a/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_44876.webp
なにかのワケアリ,PK-2927,その他,500.0,https://drive.google.com/file/d/1FCKHhHCDJ0X5tajdQjtz1VxGAmbRqYFb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/なにかの化石.jpg
ジャッジマン,PK-2928,SR,500.0,https://drive.google.com/file/d/1r2DBq1SxmT7vKNuaRzuhQ6b3yDspxW5B/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジャッジマン.webp
ネルケ,PK-2929,SR,500.0,https://drive.google.com/file/d/10PRVrOUMmKlhgqyjjaQR91k2dY7kEWlN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00378.webp
ヤドン,PK-2930,S,500.0,https://drive.google.com/file/d/1z2g6HB-eWhMqsvB_WdwnWahclUnkWA8E/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤドン.webp
ネイティオ,PK-2931,S,500.0,https://drive.google.com/file/d/1RQbu_rkTjTWgoz_EzD8UOjWMpGWgmeI1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ネイティオ.webp
ネイティ,PK-2932,S,500.0,https://drive.google.com/file/d/1wUhmHgV3OEaHDQVu1lsk6CioNURfxYZk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ネイティ.jpg
ユキハミ,PK-2933,AR,500.0,https://drive.google.com/file/d/1TG-0AielyH1MrXBKkvu6MdDkU81s9hmI/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ユキハミ.jpg
チラーミィ,PK-2934,AR,500.0,https://drive.google.com/file/d/1LQDQssqj-aB-zic4qC5kMrehsAnJ0NsW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/チラーミィ.jpg
ジジーロン,PK-2935,AR,500.0,https://drive.google.com/file/d/1O68pPlnttpX_wbZiZU-tiI4FYODe-eZZ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジジーロン.webp
ランクルス,PK-2936,AR,500.0,https://drive.google.com/file/d/1SxXPjcGPmYrWFlEJ3eDmx7g2alWlvLKi/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ランクルス.webp
ペラップ,PK-2937,AR,500.0,https://drive.google.com/file/d/1xib53-BBQJXjtxq1Nx_KgpcCLXBdBfmz/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ペラップ.jpg
デンヂムシ,PK-2938,AR,500.0,https://drive.google.com/file/d/1hmEXg4IktkymGkB1XJWzW1d_0hga_YJo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/デンヂムシ.jpg
アブリー,PK-2939,AR,500.0,https://drive.google.com/file/d/1pKpBHPSgGGWM_0DqZlC9klegc6KHXAV1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アブリー.webp
ドリュウズ,PK-2940,AR,500.0,https://drive.google.com/file/d/1TxeLgdaFitBerXsm7_fNWWW_RCwYfHaB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドリュウズ.jpg
ウミトリオex,PK-2941,SR,500.0,https://drive.google.com/file/d/1_4DA69tuTfM9A2_fbYci0mq3WDhCEQoC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウミトリオ.webp
メルタン,PK-2942,AR,500.0,https://drive.google.com/file/d/1_qIADdwatGKwdkCpK5d_ieh7kSwYBptL/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/メルタン.jpg
テツノカシラex,PK-2943,SR,500.0,https://drive.google.com/file/d/1GsHBxsaYs3qwZgZkmVqZCaNhVx9n_rk5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/テツノカシラ四.webp
ヒスイガーディ,PK-2944,AR,500.0,https://drive.google.com/file/d/1hEYoorSoKe_FcACQHeiIOgBW8uVFya_d/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイガーディ.jpg
ハイパーアロマ,PK-2945,ACE,500.0,https://drive.google.com/file/d/1_ZxzVGMg5tghi4Gwwquf9yoL9Si-4rPs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハイパーアロマ.jpg
オーガポンみどりのめんex,PK-2946,RR,500.0,https://drive.google.com/file/d/1fL2wP2rAoqNIsC37rXRgEANqros_STnx/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オーガポンみどりのめん.jpg
マシマシラ,PK-2947,R,500.0,https://drive.google.com/file/d/1Rjw3ubPkssbUYVXyxsQNJSGfauCuYz6U/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マシマシラ.webp
ハピナスex,PK-2948,RR,500.0,https://drive.google.com/file/d/1B1purTFppRx9GCRcw9Fgdbl0Q7vJdReJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハピナス.jpg
ドッコラー,PK-2949,AR,500.0,https://drive.google.com/file/d/1Mj8vGQ5Djs9LpkDistAlQG_86ir6f10t/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドッコラー.webp
キマワリ,PK-2950,AR,500.0,https://drive.google.com/file/d/1U0L8hMX4XHkBWjpix62Agr1J3GZtXnTu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キマワリ.jpg
キテルグマ,PK-2951,AR,500.0,https://drive.google.com/file/d/14whcAmFafnY1pEQF3y2J5ZSgENi1RPHB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キテルグマ.jpg
カプ・ブルル,PK-2952,AR,500.0,https://drive.google.com/file/d/1jlq0O9kfBisscdUGh-12LNDu49M-hfeH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_29529.jpg
ゾロア,PK-2953,AR,500.0,https://drive.google.com/file/d/1XlSpuKLdgJPBpcjxaM2yZu-CxaS_L8sO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゾロア.webp
オノンド,PK-2954,AR,500.0,https://drive.google.com/file/d/174Wc_O1UgKDBtbkQK08dNzFJMDCDt8A6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オノンド.jpg
ゾウドウ,PK-2955,AR,500.0,https://drive.google.com/file/d/1KoPr_ZJUWC1YpJTZSJzyao8AqNYGzj2a/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゾウドウ.jpg
ブラッキーVMAX,PK-2956,RRR,500.0,https://drive.google.com/file/d/1RnOAgXVfzJvCCQRNG1rEx5-ZwePSgQjc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
ウェーニバルex,PK-2957,SR,500.0,https://drive.google.com/file/d/1nOkp2YqhxHBXgothgBcovCnZlGbaxDXN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウェーニバル四.jpg
ナイトワンダラー 2パック,PK-2958,その他,500.0,https://drive.google.com/file/d/16lqGb_YSmnJ9BlXLzi6HiZJQssywLvz9/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_29583.jpg
オドリドリ,PK-2959,AR,500.0,https://drive.google.com/file/d/1KrcskPSqjZtGattI4zrlfjEABge7s3ak/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オドリドリ.webp
エレキブル,PK-2960,AR,500.0,https://drive.google.com/file/d/1paHqa-D99ibQJQqR0guxW4_rnSzANWEg/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エレキブル.jpg
イーユイex,PK-2961,SR,500.0,https://drive.google.com/file/d/1lkKNreu0V1uDP_4daUx4bD4geduzyfW8/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イーユイ.jpg
ハラバリーex,PK-2962,SR,500.0,https://drive.google.com/file/d/1qRi_OKhqAbR8WnCZipK7-iCO53gx83kB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハラバリー.jpg
デカヌチャンex,PK-2963,SR,500.0,https://drive.google.com/file/d/14aze8N0ArEx9P3g_vEsnTMHS26UFQzAL/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/デカヌチャン.webp
オンバーンex,PK-2964,SR,500.0,https://drive.google.com/file/d/1POsNJEsdvgG1zvKhiQ1j5fUefa3U3uCC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オンバーン.jpg
ビークインex,PK-2965,SR,500.0,https://drive.google.com/file/d/1LEL258E2VYjmTezrOFm4ZkEC8c-rVXc3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ビークイン.jpg
ブロロロームex,PK-2966,SR,500.0,https://drive.google.com/file/d/1KbKk72Do57xVQumZbgKcNj3cggga8Pr0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブロロローム.jpg
フーパex,PK-2967,SR,500.0,https://drive.google.com/file/d/105JIVsQ-v-eUBW364uS5VIWUsDTeqSk_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フーパ.jpg
ラビフット,PK-2968,AR,500.0,https://drive.google.com/file/d/1_LtEU4BPG1Do5zOzJQnNsYTazJhwGapR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ラビフット.jpg
マホミル,PK-2969,AR,500.0,https://drive.google.com/file/d/1l6AyM50ht2yvuYqda0mJgwRaKJCWsTNQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マホミル.jpg
ゴクリン,PK-2970,AR,500.0,https://drive.google.com/file/d/1KsHSeNy_7tSIADNUKoxlp2D5jfSU4lES/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゴクリン.jpg
ステラミラクル 2パック,PK-2971,その他,500.0,https://drive.google.com/file/d/1AxqSaWje4RWbWbPm29L_BSputw8-m2-P/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_29718.jpg
バクガメス,PK-2972,AR,500.0,https://drive.google.com/file/d/1Dx0O-YdpWswN_m29lFSpR-xbytm3LBWf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バクガメス.jpg
エネルギー転送PRO,PK-2973,ACE,500.0,https://drive.google.com/file/d/1etnWfWJhhhNhrFi8jZIS2wpR4EVcMGa2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エネルギー転送.jpg
タマタマ,PK-2974,AR,500.0,https://drive.google.com/file/d/1sjmSL4HXXbtTi904vR30S-rVIPkbNTfJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/タマタマ.jpg
ハルクジラ,PK-2975,AR,500.0,https://drive.google.com/file/d/1IC8deJYCxxaz7Fj1fqM1-U_6TetlKKnv/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハルクジラ.jpg
モトトカゲex,PK-2976,SR,500.0,https://drive.google.com/file/d/1g5ITVzBzjreah0z378BKr0pTwbtNYxBU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/モトトカゲ.webp
ハギギシリ,PK-2977,AR,500.0,https://drive.google.com/file/d/1q-qlby54cd3Q3zJyUjtNGphtFin3rkj4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハギギシリ.jpg
アップリュー(AR),PK-2978,AR,500.0,https://drive.google.com/file/d/1UTNGFEHKRh81K25WhQRjHpbnDRaEs14C/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アップリュー.jpg
ウォーグル,PK-2979,AR,500.0,https://drive.google.com/file/d/175cCayNwy3F3jWKEEH7CEsIwQeWR37a7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウォーグル.jpg
ピカチュウex,PK-2980,RR,500.0,https://drive.google.com/file/d/1ZMgEraIwnYeJYc2y-4R2SZtVn_RYjDUG/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピカチュウ.jpg
スクランブルスイッチ,PK-2981,ACE,500.0,https://drive.google.com/file/d/1GQORzwVed-nDkAEluCY8NBDKLTzv1JXw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_29814.jpg
アイアントex,PK-2982,SR,500.0,https://drive.google.com/file/d/1AdlZ1BMSs22snFDvybNPOzwdFV7jWivD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アイアント.webp
ヒンバス,PK-2983,AR,500.0,https://drive.google.com/file/d/1c6xx1s1JQDXyDOWMka5oIRLHcjIiHIL6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒンバス.webp
ゴマゾウ,PK-2984,AR,500.0,https://drive.google.com/file/d/1LZFJ175m6rxvJFaSIhaxq_BXHj5Tp5Yt/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゴマゾウ.jpg
アローラダグトリオ,PK-2985,AR,500.0,https://drive.google.com/file/d/1TYwg2vd9O-PjjFlFrmiSr5yZL1osXdRt/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_46307.jpg
ナマケロ,PK-2986,AR,500.0,https://drive.google.com/file/d/1YGyiNgs7told6TMfm_04mgWUwxE0zbZX/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ナマケロ.jpg
ブラッキーex,PK-2987,RR,500.0,https://drive.google.com/file/d/1rqpWGiXpmfBg0H9kDBFgIoiwyRwxwiw5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
